Protein1_ID,Protein2_ID,label
14,64782,1
27,9322,1
27,10152,1
33,7051,1
60,1073,1
60,11034,1
71,1072,1
71,10486,1
71,11034,1
81,51778,1
81,55017,1
81,84708,1
87,89,1
87,1965,1
87,9099,1
87,51778,1
87,55017,1
87,58529,1
87,79778,1
87,84708,1
88,11102,1
88,55216,1
88,79933,1
88,399693,1
88,440836,1
89,5096,1
89,5318,1
89,5753,1
89,6615,1
89,7185,1
89,8022,1
89,9099,1
89,9146,1
89,11281,1
89,58529,1
89,79778,1
89,79933,1
89,170954,1
89,440836,1
95,95,1
95,4521,1
104,104,1
104,6780,1
104,6895,1
104,23567,1
104,55922,1
104,79698,1
104,170082,1
104,391257,1
161,79719,1
162,7307,1
162,7918,1
162,9883,1
162,10667,1
162,53371,1
162,60314,1
162,63971,1
162,80352,1
162,155465,1
162,343930,1
163,1281,1
163,4292,1
163,9883,1
163,53371,1
163,56158,1
163,91694,1
163,399693,1
164,79719,1
166,705,1
166,1656,1
166,2354,1
166,2623,1
166,2997,1
166,3190,1
166,3215,1
166,3801,1
166,3886,1
166,4005,1
166,4089,1
166,4188,1
166,5252,1
166,5565,1
166,5892,1
166,6495,1
166,6911,1
166,6934,1
166,7185,1
166,7545,1
166,7681,1
166,7716,1
166,7726,1
166,8456,1
166,8812,1
166,9146,1
166,10152,1
166,10817,1
166,10922,1
166,10933,1
166,22806,1
166,22893,1
166,22924,1
166,25959,1
166,26003,1
166,26121,1
166,27158,1
166,30008,1
166,54764,1
166,55110,1
166,55138,1
166,55668,1
166,56344,1
166,58524,1
166,64098,1
166,64927,1
166,79005,1
166,79869,1
166,80256,1
166,84330,1
166,84619,1
166,84662,1
166,84766,1
166,84970,1
166,90933,1
166,92345,1
166,93986,1
166,114327,1
166,125115,1
166,146325,1
166,159195,1
166,167826,1
166,220359,1
166,283899,1
166,353323,1
166,375791,1
166,388677,1
189,2354,1
189,9404,1
189,9457,1
189,81851,1
190,2104,1
208,5966,1
208,9463,1
208,10174,1
208,57630,1
211,5493,1
211,6629,1
211,7728,1
211,10486,1
211,64147,1
211,142679,1
211,165918,1
211,201255,1
211,100287171,1
212,54971,1
218,55663,1
221,3885,1
221,81851,1
221,386683,1
226,226,1
240,4223,1
240,283459,1
250,3198,1
250,3846,1
250,7051,1
250,8601,1
250,54507,1
250,81850,1
250,81851,1
250,353134,1
250,353140,1
250,353143,1
250,386682,1
250,388677,1
262,262,1
270,271,1
273,5530,1
273,339231,1
275,55697,1
279,5626,1
288,4665,1
311,8880,1
311,55165,1
321,10868,1
326,375791,1
329,640,1
329,660,1
329,842,1
329,862,1
329,9747,1
329,51027,1
329,56915,1
329,79571,1
329,654483,1
331,1163,1
331,5859,1
331,5985,1
331,10464,1
331,10465,1
331,51027,1
331,64927,1
331,152926,1
335,116173,1
336,117144,1
337,57085,1
337,116173,1
347,9218,1
347,56947,1
353,54902,1
356,8440,1
356,10484,1
356,23371,1
356,66037,1
356,339834,1
356,375791,1
358,373,1
358,2735,1
358,2801,1
358,5966,1
358,8688,1
358,22806,1
358,23371,1
358,23619,1
358,57409,1
358,81786,1
358,83755,1
358,83897,1
358,90933,1
358,154796,1
358,285622,1
358,375791,1
373,1039,1
373,1466,1
373,2669,1
373,7128,1
373,8270,1
373,8559,1
373,8629,1
373,8736,1
373,9099,1
373,9119,1
373,9883,1
373,23163,1
373,27132,1
373,29979,1
373,55093,1
373,55633,1
373,56006,1
373,80125,1
373,83541,1
373,83640,1
373,84914,1
373,84919,1
373,140885,1
373,146705,1
373,147687,1
373,152206,1
374,386681,1
377,84708,1
381,91703,1
387,6938,1
387,140876,1
389,140876,1
392,6455,1
398,10460,1
398,645455,1
402,5147,1
403,5147,1
408,23099,1
408,27232,1
409,5601,1
410,9319,1
432,3488,1
435,435,1
435,10612,1
435,55093,1
435,79892,1
439,444,1
439,10857,1
439,51608,1
440,140691,1
443,91703,1
444,30818,1
444,30820,1
444,123264,1
463,2801,1
463,5451,1
463,5987,1
463,6867,1
463,11281,1
463,23281,1
463,23384,1
463,57159,1
463,80258,1
463,80321,1
463,83878,1
463,84823,1
463,159989,1
468,2800,1
468,2874,1
468,8945,1
468,10403,1
468,29903,1
468,51134,1
468,89958,1
468,390535,1
480,246100,1
509,4223,1
513,4188,1
513,375791,1
513,388677,1
527,85027,1
527,199675,1
527,388512,1
539,2801,1
539,80321,1
574,4223,1
578,598,1
578,4170,1
579,11281,1
580,2801,1
580,9135,1
580,11077,1
580,23281,1
580,23641,1
580,57511,1
580,64753,1
581,11077,1
596,638,1
597,638,1
599,638,1
599,89885,1
599,90427,1
599,147872,1
604,5966,1
604,59349,1
604,79983,1
604,140258,1
605,10513,1
631,8419,1
631,23636,1
631,83878,1
631,342574,1
640,5295,1
640,6774,1
640,8087,1
640,8503,1
640,9021,1
640,11043,1
640,11077,1
640,22806,1
640,80125,1
640,130540,1
642,642,1
642,23534,1
642,25796,1
642,91107,1
655,5987,1
655,202559,1
655,375791,1
655,386681,1
660,6774,1
663,4645,1
663,10613,1
663,89885,1
664,664,1
664,665,1
664,3895,1
664,7851,1
664,56475,1
664,64102,1
664,64581,1
664,219738,1
664,388633,1
665,23710,1
665,56935,1
665,64581,1
689,5626,1
705,3104,1
705,4223,1
705,4591,1
705,5706,1
705,5987,1
705,6293,1
705,7186,1
705,8022,1
705,8161,1
705,8553,1
705,9463,1
705,9830,1
705,10318,1
705,10320,1
705,10687,1
705,10810,1
705,11043,1
705,11178,1
705,22806,1
705,23608,1
705,23641,1
705,29127,1
705,51421,1
705,55145,1
705,57594,1
705,64753,1
705,79618,1
705,79720,1
705,84056,1
705,84946,1
705,90933,1
705,114932,1
705,125115,1
705,254958,1
705,386682,1
705,653121,1
713,29978,1
717,254827,1
718,3881,1
727,11281,1
744,9319,1
744,29911,1
744,55697,1
750,4223,1
750,9817,1
750,25894,1
750,375791,1
755,51324,1
755,64395,1
758,54764,1
767,9500,1
767,84823,1
779,4223,1
779,5966,1
779,375791,1
780,29978,1
783,124790,1
784,23281,1
785,1488,1
785,57511,1
785,80258,1
785,116412,1
785,159163,1
786,9218,1
801,9657,1
805,23125,1
805,23216,1
805,23288,1
805,80726,1
805,84223,1
805,160140,1
808,23216,1
808,80726,1
815,816,1
815,817,1
815,818,1
815,3927,1
815,6606,1
815,6660,1
815,6821,1
815,7407,1
815,8372,1
815,9119,1
815,9747,1
815,9802,1
815,10865,1
815,11030,1
815,23118,1
815,23543,1
815,27033,1
815,55093,1
815,65003,1
815,83741,1
815,84528,1
815,84970,1
815,90121,1
815,91875,1
815,114823,1
815,337879,1
815,337967,1
815,337972,1
815,337974,1
815,337979,1
815,348093,1
816,818,1
816,5912,1
816,9643,1
816,10933,1
816,11140,1
816,11284,1
816,51316,1
816,91875,1
816,140706,1
816,337967,1
816,337968,1
816,337970,1
817,818,1
817,23534,1
817,91875,1
818,11140,1
818,25959,1
818,30000,1
818,55342,1
818,65003,1
818,91875,1
818,337968,1
818,337970,1
825,55093,1
839,55093,1
840,6303,1
840,60491,1
842,5626,1
861,9146,1
861,9530,1
861,9531,1
861,84807,1
861,115290,1
862,1039,1
862,3212,1
862,3886,1
862,5575,1
862,5626,1
862,8022,1
862,8697,1
862,9404,1
862,9454,1
862,10174,1
862,51225,1
862,54550,1
862,57511,1
862,57630,1
862,63978,1
862,64333,1
862,79869,1
862,159989,1
862,220082,1
862,337968,1
862,339834,1
862,342574,1
862,391257,1
862,645455,1
863,5300,1
863,9139,1
864,865,1
864,83606,1
868,2534,1
868,5753,1
868,7525,1
868,10451,1
868,26003,1
868,26578,1
868,57630,1
868,84959,1
874,6386,1
874,23299,1
892,4223,1
892,5966,1
892,11281,1
892,29946,1
894,1019,1
894,1020,1
894,1026,1
896,1020,1
896,1021,1
896,1026,1
900,202243,1
902,10174,1
939,10519,1
946,5080,1
972,56159,1
973,89885,1
978,978,1
978,79025,1
978,84708,1
988,7159,1
988,11346,1
988,23368,1
988,25959,1
988,54764,1
988,83878,1
988,390535,1
988,440321,1
994,10197,1
997,6386,1
1013,29978,1
1018,1163,1
1018,1164,1
1018,7849,1
1018,8022,1
1018,89884,1
1018,93986,1
1019,1030,1
1020,4223,1
1020,388333,1
1021,1030,1
1025,85474,1
1026,2801,1
1026,3881,1
1026,23281,1
1026,83878,1
1030,4110,1
1030,7185,1
1031,5626,1
1031,10768,1
1031,25894,1
1032,4929,1
1032,5966,1
1032,6386,1
1032,9119,1
1032,9463,1
1032,10513,1
1032,27033,1
1032,57459,1
1032,84656,1
1032,91694,1
1032,285180,1
1032,388324,1
1039,5563,1
1039,5585,1
1039,7584,1
1039,8195,1
1039,25959,1
1039,55231,1
1039,79165,1
1039,79778,1
1039,153527,1
1039,167838,1
1039,200081,1
1039,201725,1
1039,205860,1
1045,83755,1
1046,5563,1
1054,22809,1
1068,134359,1
1070,129049,1
1070,134359,1
1073,5862,1
1073,81786,1
1102,8398,1
1102,10667,1
1123,8440,1
1124,8440,1
1146,3846,1
1146,386681,1
1146,386683,1
1158,140462,1
1163,2516,1
1163,6938,1
1163,8022,1
1163,9792,1
1163,9830,1
1163,10320,1
1163,10810,1
1163,11077,1
1163,22806,1
1163,23368,1
1163,51473,1
1163,55964,1
1163,57093,1
1163,220082,1
1163,386682,1
1163,388324,1
1163,448834,1
1163,541465,1
1173,27156,1
1186,9217,1
1187,390792,1
1195,1196,1
1195,5152,1
1195,6434,1
1195,84530,1
1195,386674,1
1196,1196,1
1196,1889,1
1196,6428,1
1196,8233,1
1196,10921,1
1196,11275,1
1196,51213,1
1196,84708,1
1196,91746,1
1196,135892,1
1198,3221,1
1198,3223,1
1198,11129,1
1198,57035,1
1207,6632,1
1207,11157,1
1207,27258,1
1207,57819,1
1263,23658,1
1278,6449,1
1278,29978,1
1280,9817,1
1287,56947,1
1295,3198,1
1295,7205,1
1295,8688,1
1295,10539,1
1295,55165,1
1295,55697,1
1295,57048,1
1295,59349,1
